REPORT_NUMBER,MODE,SEX,AGE,YEAR,COUNTY_NAME,S4_CRASH_SEVERITY,DAY_NIGHT,LOC_TYPE
27749996,E-Bike,Male,16.0,2025,Miami-Dade,No Injury,Night,Segment
27765517,E-Bike,,,2026,Pinellas,Injury,Day,Segment
27578781,E-Scooter,Female,14.0,2025,Miami-Dade,Injury,Day,Intersection
27571130,E-Bike,Male,62.0,2026,Lee,Serious Injury,Day,Intersection
27482627,E-Bike,,,2026,Duval,Injury,Day,Intersection
27423195,E-Bike,,,2025,Palm Beach,No Injury,Day,Segment
27866437,E-Scooter,Male,39.0,2026,Palm Beach,Injury,Day,Segment
27765303,E-Bike,,,2026,Pinellas,Injury,Night,Intersection
27460596,E-Scooter,,,2025,Miami-Dade,Serious Injury,Day,Segment
27867714,E-Scooter,Male,13.0,2026,Palm Beach,Injury,Day,Segment
24648356,E-Bike,Male,47.0,2024,Hillsborough,Injury,Night,Segment
24817621,E-Scooter,Male,37.0,2022,Leon,No Injury,Day,Intersection
24117722,Bicycle,Male,59.0,2020,Duval,Injury,Day,Segment
24010731,Bicycle,,,2020,Broward,Injury,Night,Intersection
24223108,E-Scooter,Female,27.0,2021,Miami-Dade,No Injury,Day,Intersection
24027367,E-Bike,Female,15.0,2026,Volusia,Injury,Day,Segment
24473823,Bicycle,,,2023,Broward,Injury,Day,Intersection
24474314,Bicycle,,,2023,Broward,Injury,Day,Intersection
24631993,Bicycle,Female,58.0,2023,Hillsborough,Injury,Day,Segment
24619408,E-Bike,Male,59.0,2021,Marion,No Injury,Day,Segment
24874548,E-Bike,Male,59.0,2022,Martin,Injury,Day,Segment
24027202,E-Scooter,Male,23.0,2025,Volusia,No Injury,Day,Segment
24817611,E-Scooter,Male,57.0,2022,Leon,Injury,Day,Intersection
24371222,E-Bike,Male,51.0,2021,Miami-Dade,Injury,Day,Intersection
24140367,E-Scooter,Male,27.0,2021,Polk,No Injury,Night,Segment
24808292,E-Bike,,,2022,Pinellas,Injury,Day,Intersection
24789849,E-Scooter,Male,15.0,2022,Miami-Dade,No Injury,Night,Segment
24883658,E-Bike,Male,65.0,2021,Manatee,No Injury,Day,Segment
24850980,E-Bike,Male,58.0,2022,Monroe,Injury,Day,Intersection
24027038,E-Bike,Female,16.0,2024,Volusia,Injury,Day,Intersection
24337416,E-Scooter,Male,59.0,2021,Columbia,Serious Injury,Day,Intersection
24677443,E-Scooter,,,2022,Monroe,Serious Injury,Night,Intersection
24878116,E-Scooter,Male,26.0,2024,Pinellas,Injury,Day,Intersection
24471285,E-Scooter,,,2023,Broward,No Injury,Day,Segment
24498682,E-Bike,,,2021,St. Lucie,No Injury,Day,Intersection
24469519,Bicycle,,,2022,Broward,Injury,Night,Intersection
24630779,Bicycle,Male,12.0,2021,Hillsborough,Injury,Day,Intersection
24157960,E-Scooter,,,2021,Palm Beach,No Injury,Day,Segment
24473418,E-Scooter,,,2023,Broward,Injury,Day,Segment
24820452,E-Bike,Male,68.0,2022,Martin,No Injury,Night,Segment
24492995,E-Bike,,,2022,Miami-Dade,Serious Injury,Night,Segment
24657589,E-Bike,,,2021,Broward,Injury,Day,Intersection
24402597,E-Bike,Male,67.0,2021,St. Johns,Injury,Day,Segment
24362344,E-Bike,Male,58.0,2021,Miami-Dade,Serious Injury,Night,Segment
24402597,E-Bike,Female,66.0,2021,St. Johns,Injury,Day,Segment
24471454,E-Scooter,,,2023,Broward,Injury,Day,Intersection
24214569,E-Scooter,Female,33.0,2021,Miami-Dade,Injury,Day,Segment
24483094,E-Scooter,Male,35.0,2022,Miami-Dade,Injury,Day,Intersection
24101131,E-Bike,,,2021,Palm Beach,Serious Injury,Day,Segment
24310665,E-Scooter,,,2022,Broward,Injury,Night,Intersection
24310665,E-Scooter,,,2022,Broward,Injury,Night,Intersection
24623495,E-Scooter,,,2022,Miami-Dade,No Injury,Day,Intersection
24795502,Bicycle,Male,36.0,2021,Palm Beach,Injury,Day,Segment
24564998,E-Bike,Male,67.0,2022,Escambia,No Injury,Day,Intersection
24222451,E-Bike,Male,33.0,2021,Miami-Dade,Injury,Day,Intersection
24222451,E-Bike,Female,42.0,2021,Miami-Dade,Injury,Day,Intersection
24026046,E-Bike,Male,52.0,2020,Volusia,Injury,Day,Segment
24228381,E-Bike,Male,35.0,2022,Miami-Dade,Injury,Day,Intersection
24086212,E-Scooter,Male,39.0,2021,Pinellas,No Injury,Night,Segment
24597736,E-Bike,Male,31.0,2022,Brevard,No Injury,Day,Segment
24242977,E-Scooter,Female,35.0,2022,Pinellas,Serious Injury,Day,Intersection
24690333,E-Bike,,,2022,Broward,No Injury,Night,Segment
24690290,E-Scooter,,,2022,Broward,No Injury,Day,Segment
24603204,E-Bike,,,2022,Palm Beach,Serious Injury,Day,Intersection
24274092,E-Bike,,,2021,Broward,Injury,Night,Intersection
24482239,E-Scooter,Male,25.0,2022,Miami-Dade,Injury,Day,Segment
24715144,E-Scooter,,,2022,Alachua,Injury,Day,Intersection
24573770,E-Bike,Male,58.0,2021,Hillsborough,Serious Injury,Day,Intersection
24376212,E-Scooter,Male,21.0,2021,Miami-Dade,Injury,Night,Segment
24236158,E-Scooter,Female,30.0,2021,Pinellas,Injury,Night,Intersection
24352832,E-Scooter,Female,46.0,2021,Miami-Dade,Injury,Night,Segment
24808330,E-Bike,,,2022,Pinellas,Serious Injury,Day,Segment
24482466,E-Scooter,Male,19.0,2022,Miami-Dade,Injury,Day,Intersection
24586717,E-Bike,Male,55.0,2022,Hillsborough,Injury,Day,Intersection
24243235,E-Scooter,Male,63.0,2021,Martin,Injury,Day,Intersection
24227350,E-Scooter,Male,19.0,2023,Miami-Dade,Injury,Day,Intersection
24474186,Bicycle,,,2023,Broward,Injury,Day,Intersection
24070347,E-Scooter,Female,32.0,2021,Orange,Injury,Day,Segment
24822014,Bicycle,,,2022,Broward,Serious Injury,Day,Segment
24853782,E-Bike,Male,72.0,2023,Sarasota,Serious Injury,Day,Segment
24768703,E-Bike,Male,21.0,2022,Volusia,Serious Injury,Day,Intersection
24222790,E-Scooter,Male,27.0,2021,Miami-Dade,Injury,Night,Segment
24898855,Bicycle,Male,24.0,2022,Hernando,Injury,Day,Segment
24870139,E-Bike,Male,55.0,2022,Indian River,Serious Injury,Day,Intersection
24591881,E-Scooter,Male,30.0,2022,Hillsborough,Injury,Day,Intersection
24219910,E-Bike,Female,24.0,2021,Miami-Dade,Injury,Day,Segment
24219910,E-Bike,Male,41.0,2021,Miami-Dade,Injury,Day,Segment
24816745,E-Scooter,Male,21.0,2022,Leon,Injury,Day,Segment
24225698,Bicycle,Male,36.0,2022,Miami-Dade,Injury,Day,Segment
24433101,E-Scooter,,,2021,Pinellas,No Injury,Day,Segment
24211065,E-Scooter,Male,29.0,2021,Miami-Dade,Injury,Night,Intersection
24585678,E-Scooter,Male,25.0,2022,Hillsborough,Injury,Day,Intersection
24585678,E-Scooter,Male,7.0,2022,Hillsborough,Injury,Day,Intersection
24874861,E-Bike,Female,79.0,2022,Martin,Injury,Day,Segment
24591625,E-Scooter,Male,30.0,2022,Hillsborough,No Injury,Day,Segment
24536804,E-Scooter,Male,37.0,2021,Seminole,Injury,Night,Segment
24230969,E-Bike,Female,34.0,2021,Palm Beach,No Injury,Night,Segment
24529125,E-Scooter,Male,27.0,2021,Miami-Dade,Injury,Day,Segment
24471241,Bicycle,,,2023,Broward,Injury,Day,Segment
24592413,E-Bike,Male,64.0,2022,Hillsborough,Injury,Day,Segment
24793884,E-Bike,Male,54.0,2022,Volusia,Injury,Day,Intersection
24062745,E-Scooter,,,2020,Palm Beach,Injury,Night,Intersection
24864176,Bicycle,Male,22.0,2023,Broward,Injury,Night,Segment
24780438,E-Scooter,Male,32.0,2021,Miami-Dade,Injury,Night,Intersection
24850628,E-Bike,Male,34.0,2022,Monroe,Injury,Day,Intersection
24837897,E-Scooter,Female,27.0,2022,Miami-Dade,Injury,Day,Intersection
24886544,E-Bike,Male,52.0,2022,Sarasota,Injury,Day,Segment
24159020,Bicycle,,,2021,Palm Beach,Injury,Day,Intersection
24471783,E-Scooter,,,2023,Broward,Injury,Night,Segment
24471783,E-Scooter,,,2023,Broward,Injury,Night,Segment
24241566,E-Scooter,Male,44.0,2021,Pinellas,Injury,Day,Segment
24072808,E-Scooter,Male,8.0,2021,Orange,Injury,Day,Segment
24479884,E-Bike,Male,59.0,2022,Monroe,Injury,Night,Segment
24206123,E-Scooter,Male,59.0,2020,Miami-Dade,Serious Injury,Night,Segment
24404279,E-Bike,Female,32.0,2021,Sarasota,No Injury,Day,Intersection
24377782,E-Scooter,Female,23.0,2021,Miami-Dade,Injury,Night,Intersection
24226786,E-Bike,Female,62.0,2022,Miami-Dade,Injury,Day,Intersection
24214503,E-Scooter,Male,24.0,2021,Miami-Dade,No Injury,Day,Segment
24631410,E-Bike,Male,27.0,2021,Hillsborough,Injury,Day,Intersection
24676780,E-Bike,,,2021,Monroe,Injury,Day,Segment
24220826,E-Bike,Male,44.0,2021,Miami-Dade,Serious Injury,Night,Segment
24227416,Bicycle,Male,55.0,2022,Miami-Dade,Injury,Day,Segment
24775710,E-Bike,,,2023,Osceola,Fatality,Day,Segment
24128476,Bicycle,,,2021,Palm Beach,Injury,Day,Segment
24208734,E-Scooter,Male,48.0,2021,Miami-Dade,Injury,Day,Segment
24753847,E-Bike,,,2021,St. Lucie,Injury,Night,Segment
24157256,E-Scooter,Male,38.0,2021,Citrus,Injury,Day,Intersection
24405630,E-Bike,Male,69.0,2021,Sarasota,Injury,Day,Intersection
24032662,E-Bike,Male,29.0,2020,Volusia,Injury,Day,Intersection
24565540,E-Bike,Female,18.0,2021,Seminole,Injury,Day,Segment
24235403,E-Scooter,Male,,2021,Pinellas,Injury,Day,Segment
24483493,E-Scooter,,,2021,Lee,Injury,Night,Segment
24755457,E-Scooter,,,2022,St. Lucie,Injury,Day,Intersection
24122842,E-Scooter,Male,41.0,2021,Hillsborough,Injury,Day,Segment
24411485,E-Bike,Female,40.0,2022,Brevard,Injury,Night,Segment
24727292,E-Scooter,Male,65.0,2021,Duval,Injury,Day,Intersection
24601791,E-Bike,,,2022,Palm Beach,Injury,Day,Intersection
24765563,E-Scooter,,,2021,Osceola,Injury,Day,Intersection
24266119,E-Bike,,,2021,Broward,Injury,Day,Intersection
24648365,E-Bike,Female,50.0,2023,Hillsborough,Injury,Night,Intersection
24585445,E-Scooter,Female,29.0,2022,Hillsborough,Injury,Day,Segment
24650119,E-Bike,Male,65.0,2025,Hillsborough,Injury,Day,Segment
24225171,E-Bike,Female,44.0,2022,Miami-Dade,Injury,Night,Segment
24027363,E-Bike,Male,37.0,2026,Volusia,Injury,Day,Segment
24473511,Bicycle,,,2023,Broward,Injury,Day,Segment
24603247,E-Scooter,,,2022,Palm Beach,Injury,Day,Intersection
24014976,Bicycle,,,2021,Broward,Injury,Night,Segment
24644005,E-Scooter,Female,25.0,2024,Hillsborough,Injury,Day,Intersection
24648582,E-Bike,Male,22.0,2023,Hillsborough,Injury,Day,Intersection
24585776,E-Bike,Male,47.0,2022,Hillsborough,Serious Injury,Day,Segment
24403423,E-Bike,Male,27.0,2023,St. Johns,Injury,Day,Segment
24846375,E-Bike,Male,37.0,2023,Miami-Dade,Injury,Day,Segment
24741661,E-Scooter,Male,37.0,2025,Pasco,Injury,Night,Segment
24289662,E-Scooter,Male,19.0,2021,Polk,Injury,Night,Segment
24040120,E-Scooter,Female,21.0,2021,Duval,No Injury,Night,Intersection
24629961,E-Bike,Female,16.0,2025,Hillsborough,Injury,Day,Segment
24799956,E-Bike,Male,42.0,2022,Palm Beach,Injury,Night,Segment
24522908,E-Scooter,Male,36.0,2021,Palm Beach,Injury,Day,Segment
24553692,E-Scooter,Male,56.0,2021,Pasco,Injury,Day,Intersection
24736448,E-Bike,Female,30.0,2022,Volusia,Injury,Day,Intersection
24158956,E-Bike,,,2021,Palm Beach,Serious Injury,Day,Segment
24211749,E-Scooter,Male,4.0,2021,Miami-Dade,Injury,Day,Intersection
24211749,E-Scooter,Male,31.0,2021,Miami-Dade,Injury,Day,Intersection
24853309,E-Bike,Male,31.0,2022,Sarasota,Injury,Night,Intersection
24024148,E-Bike,Male,39.0,2020,Sarasota,Injury,Day,Intersection
24225710,E-Scooter,Male,37.0,2022,Miami-Dade,Injury,Day,Segment
24226552,E-Scooter,Female,22.0,2022,Miami-Dade,Injury,Day,Segment
24026091,E-Bike,Female,54.0,2020,Volusia,Serious Injury,Day,Segment
24693052,E-Bike,Male,65.0,2021,Lee,Injury,Day,Segment
24040644,E-Scooter,Male,28.0,2022,Duval,No Injury,Day,Intersection
24819538,E-Bike,Male,57.0,2021,Martin,No Injury,Day,Segment
24376229,E-Scooter,Male,57.0,2021,Miami-Dade,Injury,Day,Segment
24791095,E-Bike,,,2021,Lee,Injury,Day,Intersection
24193282,E-Bike,,,2021,Broward,Injury,Day,Intersection
24591380,E-Bike,Male,26.0,2022,Hillsborough,Injury,Night,Segment
24570338,E-Bike,Female,22.0,2022,Leon,Injury,Day,Intersection
24819656,E-Bike,Female,34.0,2021,Martin,Injury,Day,Segment
24527566,E-Scooter,Male,30.0,2021,Miami-Dade,Injury,Night,Segment
24475791,E-Scooter,,,2023,Broward,Injury,Night,Segment
24208015,E-Scooter,Female,21.0,2020,Miami-Dade,Injury,Day,Intersection
24632877,E-Bike,Male,37.0,2022,Hillsborough,Injury,Day,Segment
24621528,Bicycle,,,2022,Miami-Dade,Serious Injury,Day,Segment
24640931,Bicycle,Male,57.0,2022,Hillsborough,Injury,Night,Intersection
24665301,E-Scooter,,,2022,Broward,No Injury,Day,Segment
24099679,E-Bike,,,2021,Palm Beach,Injury,Night,Segment
24227511,E-Scooter,Male,23.0,2022,Miami-Dade,Injury,Day,Intersection
24672290,E-Scooter,,,2022,Broward,Injury,Day,Segment
24672290,E-Scooter,,,2022,Broward,Injury,Day,Segment
24194477,E-Bike,,,2021,Broward,Injury,Night,Segment
24649659,E-Bike,Male,21.0,2023,Hillsborough,Injury,Day,Segment
24222712,E-Scooter,Male,44.0,2021,Miami-Dade,No Injury,Night,Segment
24808514,E-Bike,,,2022,Pinellas,No Injury,Day,Intersection
24389009,E-Scooter,Female,34.0,2022,Miami-Dade,Injury,Day,Intersection
24251275,E-Bike,Female,71.0,2021,Brevard,Serious Injury,Day,Segment
24754909,E-Bike,,,2022,St. Lucie,Injury,Night,Segment
24159434,Bicycle,,,2021,Palm Beach,Injury,Day,Segment
24599037,E-Scooter,,,2022,Okaloosa,Injury,Day,Segment
24640833,E-Bike,Male,28.0,2022,Hillsborough,No Injury,Day,Segment
24714964,Bicycle,,,2022,Alachua,No Injury,Day,Intersection
24831259,E-Scooter,Female,36.0,2022,Miami-Dade,Injury,Day,Intersection
24831259,E-Scooter,Male,6.0,2022,Miami-Dade,Injury,Day,Intersection
24628456,Bicycle,Male,14.0,2021,Hillsborough,Injury,Day,Segment
24640398,E-Scooter,Female,21.0,2022,Hillsborough,Injury,Night,Segment
24354081,E-Scooter,Male,38.0,2021,Miami-Dade,Fatality,Night,Intersection
24222083,E-Scooter,Female,39.0,2021,Miami-Dade,Injury,Day,Intersection
24604484,E-Bike,,,2022,Palm Beach,Injury,Day,Intersection
24603190,E-Bike,,,2022,Palm Beach,Injury,Day,Intersection
24712525,E-Scooter,,,2021,Alachua,Injury,Day,Segment
24310099,E-Bike,,,2021,Broward,Injury,Day,Segment
24300355,E-Scooter,Male,36.0,2021,Collier,Injury,Day,Segment
24574264,E-Scooter,,,2021,Hillsborough,No Injury,Day,Segment
24026848,E-Bike,Male,16.0,2023,Volusia,No Injury,Day,Intersection
24225540,E-Scooter,Female,32.0,2022,Miami-Dade,Injury,Night,Intersection
24736695,E-Bike,Female,66.0,2022,Volusia,No Injury,Day,Intersection
24713253,E-Bike,,,2022,Alachua,Injury,Day,Intersection
24729094,E-Bike,Male,26.0,2021,Duval,No Injury,Day,Intersection
24419228,E-Scooter,Male,19.0,2021,Orange,Injury,Day,Segment
24251336,E-Scooter,Male,24.0,2021,Brevard,No Injury,Day,Intersection
24146324,E-Scooter,,,2021,Broward,Injury,Day,Intersection
24146324,E-Scooter,,,2021,Broward,Injury,Day,Intersection
24491470,E-Scooter,Male,13.0,2022,Miami-Dade,Injury,Day,Segment
24633682,E-Bike,Male,27.0,2023,Hillsborough,Injury,Day,Segment
24096589,E-Scooter,,,2020,Palm Beach,Injury,Day,Segment
24188027,E-Bike,,,2021,Broward,Injury,Day,Intersection
24582883,E-Scooter,Female,40.0,2022,Hillsborough,No Injury,Day,Segment
24568305,E-Bike,Female,17.0,2022,Seminole,Injury,Day,Intersection
24645179,E-Scooter,Female,45.0,2022,Hillsborough,Injury,Day,Intersection
24781113,E-Scooter,Male,22.0,2021,Miami-Dade,No Injury,Day,Segment
24265958,E-Bike,,,2021,Broward,No Injury,Day,Intersection
24525545,E-Scooter,Male,23.0,2021,Miami-Dade,No Injury,Day,Segment
24403904,E-Bike,Male,43.0,2021,Sarasota,Injury,Day,Segment
24646674,E-Scooter,Female,62.0,2023,Hillsborough,Injury,Day,Segment
24647017,E-Bike,Male,17.0,2022,Hillsborough,Injury,Day,Intersection
24469113,E-Scooter,,,2022,Broward,Injury,Day,Intersection
24715020,E-Scooter,,,2022,Alachua,Injury,Day,Segment
24269302,E-Bike,,,2021,Broward,Serious Injury,Day,Segment
24050445,E-Scooter,Male,58.0,2020,Polk,Serious Injury,Day,Segment
24557294,E-Scooter,Female,15.0,2022,Duval,No Injury,Night,Intersection
24497057,E-Scooter,Male,18.0,2025,Broward,No Injury,Night,Intersection
24822367,Bicycle,,,2022,Broward,Serious Injury,Day,Segment
24458275,E-Bike,Male,64.0,2021,Volusia,Injury,Day,Segment
24858289,Bicycle,,,2022,Miami-Dade,Injury,Day,Segment
24475190,Bicycle,,,2023,Broward,Injury,Day,Segment
24849345,E-Scooter,,,2022,Palm Beach,No Injury,Day,Intersection
24540544,E-Bike,Female,48.0,2021,Pinellas,No Injury,Day,Segment
24321513,E-Scooter,,,2021,Broward,Injury,Day,Segment
24562177,E-Bike,Female,51.0,2022,Clay,Injury,Day,Intersection
24758593,E-Scooter,Male,19.0,2022,Pinellas,Injury,Day,Intersection
24222156,Bicycle,Male,63.0,2021,Miami-Dade,No Injury,Day,Segment
24670767,E-Scooter,,,2022,Broward,Injury,Day,Segment
24670767,E-Scooter,,,2022,Broward,Injury,Day,Segment
24870053,E-Bike,Male,56.0,2022,Indian River,No Injury,Day,Segment
24860614,E-Scooter,Male,50.0,2022,Walton,Injury,Day,Intersection
24228151,E-Scooter,Female,29.0,2022,Miami-Dade,Injury,Day,Segment
24305643,E-Bike,Male,68.0,2021,Pinellas,Serious Injury,Day,Intersection
24682134,E-Bike,Male,58.0,2021,Polk,Fatality,Night,Segment
24635954,E-Scooter,Female,49.0,2022,Hillsborough,Injury,Day,Intersection
24849880,E-Bike,,,2022,Palm Beach,No Injury,Day,Intersection
24764878,E-Scooter,,,2023,Broward,Injury,Day,Segment
24899921,Bicycle,Male,26.0,2022,Pasco,Injury,Day,Segment
24027323,E-Bike,Male,15.0,2025,Volusia,Injury,Day,Segment
24225557,E-Bike,Male,43.0,2022,Miami-Dade,Injury,Day,Intersection
24639568,E-Bike,Male,20.0,2024,Hillsborough,Injury,Day,Intersection
24753279,E-Bike,Male,29.0,2023,Miami-Dade,Injury,Night,Segment
24317237,E-Bike,Male,38.0,2021,Volusia,Injury,Day,Segment
24027153,E-Bike,Male,59.0,2025,Volusia,Injury,Day,Segment
24282019,E-Bike,Male,46.0,2021,Lee,Injury,Night,Intersection
24534902,E-Bike,Male,32.0,2021,Miami-Dade,No Injury,Day,Segment
24026031,E-Bike,Male,56.0,2020,Volusia,Injury,Day,Intersection
24527010,E-Scooter,Male,27.0,2021,Miami-Dade,No Injury,Night,Segment
24527010,E-Scooter,Male,27.0,2021,Miami-Dade,No Injury,Night,Segment
24027467,E-Bike,Male,34.0,2026,Volusia,Injury,Day,Intersection
24473420,E-Bike,,,2023,Broward,Injury,Day,Segment
24228072,Bicycle,Male,21.0,2022,Miami-Dade,Injury,Night,Intersection
24858560,E-Scooter,,,2023,Miami-Dade,Injury,Day,Segment
24583236,E-Bike,Female,39.0,2022,Hillsborough,Injury,Day,Intersection
24346103,E-Scooter,Female,34.0,2021,Sarasota,Injury,Night,Segment
24228095,E-Scooter,Male,40.0,2022,Miami-Dade,Injury,Day,Intersection
24605933,Bicycle,Male,21.0,2021,Orange,Serious Injury,Day,Intersection
24871706,E-Bike,Male,69.0,2022,Volusia,No Injury,Day,Segment
24221302,E-Bike,Male,36.0,2021,Miami-Dade,Injury,Day,Segment
24442945,E-Scooter,Male,19.0,2021,Miami-Dade,Serious Injury,Night,Segment
24472960,E-Bike,,,2023,Broward,Injury,Day,Segment
24714097,E-Scooter,,,2022,Alachua,Injury,Day,Segment
24042789,Bicycle,Female,54.0,2025,Duval,Injury,Day,Segment
24736407,E-Bike,Male,45.0,2022,Volusia,Injury,Day,Intersection
24647129,E-Bike,Male,16.0,2022,Hillsborough,Injury,Day,Intersection
24390867,E-Scooter,Unknown,,2022,Miami-Dade,No Injury,Day,Segment
24877920,E-Bike,Male,40.0,2022,Pinellas,Injury,Night,Segment
24388978,E-Scooter,Female,30.0,2022,Miami-Dade,Injury,Day,Segment
24127030,E-Bike,,,2020,Palm Beach,No Injury,Day,Intersection
24193594,E-Bike,,,2021,Broward,Injury,Day,Segment
24227102,E-Scooter,Female,32.0,2022,Miami-Dade,Injury,Day,Segment
24637227,E-Scooter,Female,24.0,2022,Hillsborough,Injury,Day,Segment
24116866,E-Scooter,Male,68.0,2020,Duval,Fatality,Day,Segment
24744014,E-Bike,Male,45.0,2021,Orange,Injury,Day,Intersection
24539204,E-Bike,,,2022,Palm Beach,No Injury,Day,Intersection
24154115,E-Scooter,Male,78.0,2020,Hernando,No Injury,Day,Segment
24814677,E-Scooter,Male,35.0,2022,Leon,Injury,Day,Segment
24816951,E-Scooter,Male,24.0,2022,Leon,Injury,Day,Intersection
24210984,E-Scooter,Male,51.0,2021,Miami-Dade,Injury,Day,Segment
24431073,E-Scooter,,,2021,St. Lucie,Injury,Night,Segment
24596353,E-Bike,Male,67.0,2022,Collier,Injury,Day,Intersection
24677611,Bicycle,,,2022,Monroe,Injury,Night,Segment
24677611,Bicycle,,,2022,Monroe,Injury,Night,Segment
24712079,E-Scooter,,,2021,Alachua,Injury,Day,Segment
24498169,E-Bike,,,2021,St. Lucie,No Injury,Day,Intersection
24220023,E-Scooter,Male,44.0,2021,Miami-Dade,Injury,Night,Segment
24602820,E-Scooter,,,2022,Palm Beach,Injury,Night,Segment
24240193,E-Scooter,Male,37.0,2021,Pinellas,Serious Injury,Night,Segment
24240193,E-Scooter,Male,35.0,2021,Pinellas,Serious Injury,Night,Segment
24553694,E-Bike,Male,43.0,2021,Pasco,Serious Injury,Night,Segment
24572660,E-Bike,Male,30.0,2021,Lee,Injury,Day,Segment
24659027,E-Scooter,,,2021,Broward,Injury,Day,Segment
24659027,E-Scooter,,,2021,Broward,Injury,Day,Segment
24659027,E-Scooter,,,2021,Broward,Injury,Day,Segment
24142347,E-Bike,,,2021,Lee,No Injury,Day,Segment
24340571,Bicycle,Male,53.0,2022,Leon,Injury,Day,Segment
24786092,E-Scooter,Male,45.0,2022,Miami-Dade,No Injury,Day,Segment
24604624,E-Bike,Male,52.0,2022,St. Johns,Injury,Day,Segment
24602126,E-Scooter,,,2022,Palm Beach,Injury,Day,Intersection
24395324,E-Scooter,Female,25.0,2022,Miami-Dade,No Injury,Day,Segment
24330658,E-Scooter,Male,35.0,2021,Duval,Injury,Day,Segment
24012167,E-Scooter,,,2020,Broward,Injury,Day,Segment
24847429,E-Scooter,,,2022,Palm Beach,No Injury,Day,Intersection
24682722,E-Scooter,Female,36.0,2022,Polk,No Injury,Day,Segment
24824758,E-Scooter,,,2022,Broward,Injury,Day,Segment
24798557,E-Bike,Male,61.0,2022,Palm Beach,Serious Injury,Day,Intersection
24576729,E-Scooter,Male,31.0,2021,Hillsborough,Injury,Night,Segment
24108421,E-Scooter,,,2022,Okaloosa,Serious Injury,Night,Segment
24883808,E-Bike,Male,47.0,2022,Monroe,Injury,Day,Segment
24808922,E-Scooter,,,2022,Pinellas,Injury,Day,Intersection
24531043,E-Bike,Male,18.0,2021,Miami-Dade,Injury,Day,Intersection
24335573,E-Scooter,Female,19.0,2021,Volusia,Injury,Day,Segment
24345916,E-Bike,Male,61.0,2021,Sarasota,Injury,Day,Segment
24345916,E-Bike,Male,62.0,2021,Sarasota,Injury,Day,Segment
24711821,E-Scooter,,,2021,Alachua,Serious Injury,Day,Intersection
24021911,E-Scooter,Male,55.0,2020,Sarasota,Injury,Night,Intersection
24305306,E-Bike,Male,73.0,2021,Pinellas,No Injury,Day,Segment
24078512,E-Bike,Female,55.0,2020,Volusia,Injury,Day,Segment
24227318,E-Bike,Male,16.0,2022,Miami-Dade,No Injury,Night,Intersection
24148635,E-Bike,,,2022,Broward,Injury,Day,Intersection
24001663,E-Scooter,Male,29.0,2021,Miami-Dade,Injury,Day,Segment
24764661,E-Scooter,,,2023,Broward,Injury,Day,Segment
24579650,E-Scooter,Male,25.0,2021,Hillsborough,Injury,Day,Segment
24635561,E-Scooter,Male,16.0,2023,Hillsborough,Injury,Day,Intersection
24222186,E-Scooter,Male,49.0,2021,Miami-Dade,Serious Injury,Day,Segment
24267313,E-Scooter,,,2021,Broward,No Injury,Day,Segment
24590401,E-Scooter,Male,30.0,2022,Hillsborough,Serious Injury,Day,Intersection
24335608,E-Scooter,Female,42.0,2021,Volusia,No Injury,Day,Segment
24453356,Bicycle,,,2022,Broward,No Injury,Day,Segment
24583236,E-Bike,Male,49.0,2022,Hillsborough,Injury,Day,Intersection
24583236,E-Bike,Female,35.0,2022,Hillsborough,Injury,Day,Intersection
24623388,E-Scooter,,,2022,Miami-Dade,Injury,Day,Segment
24306053,E-Bike,Male,20.0,2021,Pinellas,Injury,Day,Segment
24539024,E-Scooter,,,2022,Palm Beach,Injury,Night,Intersection
24474995,E-Scooter,,,2023,Broward,Injury,Night,Segment
24250561,E-Scooter,Female,59.0,2021,Brevard,No Injury,Day,Intersection
24043332,E-Scooter,Male,24.0,2020,Duval,Injury,Day,Intersection
24716576,E-Bike,,,2022,Alachua,No Injury,Day,Intersection
24583098,E-Scooter,Male,19.0,2022,Hillsborough,Injury,Day,Intersection
24228629,E-Scooter,Female,37.0,2022,Miami-Dade,Serious Injury,Night,Intersection
24205158,E-Scooter,,,2021,Broward,Injury,Day,Intersection
24501249,Bicycle,Male,27.0,2021,Bay,Injury,Night,Segment
24540551,Bicycle,Male,31.0,2021,Pinellas,Injury,Day,Segment
24282388,E-Bike,Female,38.0,2021,Lee,Injury,Day,Segment
24422586,E-Bike,Male,28.0,2021,Orange,No Injury,Day,Segment
24801264,Bicycle,Male,17.0,2022,Palm Beach,Injury,Night,Intersection
24490049,Bicycle,Female,61.0,2022,Flagler,Injury,Day,Intersection
24651324,E-Bike,Male,42.0,2023,Hillsborough,Serious Injury,Day,Intersection
24224001,E-Scooter,Female,12.0,2021,Miami-Dade,Serious Injury,Night,Intersection
24224001,E-Scooter,Female,17.0,2021,Miami-Dade,Serious Injury,Night,Intersection
24854334,E-Bike,Male,31.0,2022,Sarasota,Injury,Day,Intersection
24762240,E-Bike,Male,13.0,2022,St. Johns,No Injury,Day,Segment
24638630,E-Scooter,Male,56.0,2022,Hillsborough,Injury,Day,Intersection
24616190,E-Scooter,Female,74.0,2023,Polk,Injury,Day,Segment
24108187,E-Bike,,,2021,Okaloosa,Injury,Day,Segment
24581608,E-Scooter,Male,27.0,2021,Hillsborough,No Injury,Night,Segment
