REPORT_NUMBER,MODE,SEX,AGE,YEAR,COUNTY_NAME,S4_CRASH_SEVERITY,DAY_NIGHT,LOC_TYPE
26390316,Bicycle,Male,30.0,2024,Miami-Dade,Serious Injury,Day,Segment
26259359,E-Bike,Male,63.0,2024,Miami-Dade,Injury,Night,Segment
26204480,E-Bike,,,2025,Pinellas,No Injury,Day,Segment
26812915,E-Bike,Male,14.0,2025,Flagler,Serious Injury,Day,Segment
26440136,E-Scooter,Male,34.0,2025,Okaloosa,Serious Injury,Day,Intersection
26724024,E-Bike,Female,49.0,2025,Miami-Dade,Injury,Day,Segment
26189752,E-Scooter,Female,21.0,2025,Miami-Dade,Injury,Day,Intersection
26860649,E-Scooter,Male,34.0,2025,Pinellas,No Injury,Day,Intersection
26372583,Bicycle,Male,16.0,2024,Brevard,Injury,Day,Intersection
26576187,E-Bike,Male,64.0,2024,Manatee,Injury,Day,Intersection
26852655,E-Bike,Male,34.0,2024,Broward,Injury,Day,Segment
26408648,E-Bike,Male,14.0,2025,Collier,Injury,Day,Intersection
26508609,E-Scooter,,,2025,Broward,Injury,Day,Intersection
26791660,E-Scooter,,,2025,Broward,Injury,Day,Segment
26123667,E-Bike,Male,21.0,2024,Volusia,Injury,Night,Segment
26316520,E-Bike,Female,26.0,2024,Pasco,Injury,Day,Intersection
26368520,Bicycle,Male,67.0,2024,Manatee,No Injury,Day,Segment
26755646,E-Scooter,Female,53.0,2024,Miami-Dade,Injury,Day,Segment
26374472,E-Bike,Male,14.0,2024,Pasco,No Injury,Day,Segment
26133897,E-Bike,Male,39.0,2024,Collier,Injury,Night,Segment
26537864,E-Bike,Male,16.0,2024,Hillsborough,Injury,Day,Segment
26354668,E-Bike,Male,29.0,2024,Pasco,Injury,Night,Intersection
26174271,E-Bike,Female,36.0,2023,Hillsborough,Injury,Day,Intersection
26424202,Bicycle,Male,15.0,2024,Pinellas,Injury,Day,Segment
26468074,E-Scooter,Male,65.0,2025,Pinellas,Serious Injury,Day,Segment
26848246,E-Bike,Male,43.0,2025,Duval,Injury,Day,Intersection
26204482,E-Bike,,,2025,Pinellas,Injury,Night,Intersection
26624844,E-Bike,,,2024,Miami-Dade,Injury,Day,Segment
26573254,E-Bike,,,2024,St. Lucie,No Injury,Day,Segment
26534433,E-Scooter,Male,32.0,2024,Broward,Injury,Day,Intersection
26222042,E-Bike,,,2024,Palm Beach,Injury,Night,Intersection
26297580,E-Bike,Male,17.0,2024,Orange,Injury,Day,Segment
26362588,E-Bike,Female,29.0,2024,Gadsden,Injury,Day,Intersection
26294293,E-Scooter,Female,14.0,2024,Pasco,Injury,Day,Segment
26620720,E-Bike,Male,27.0,2024,Putnam,Injury,Day,Segment
26342365,Bicycle,Male,40.0,2024,Manatee,Injury,Day,Intersection
26132830,E-Bike,Male,33.0,2024,Collier,Serious Injury,Day,Segment
26773004,E-Scooter,,,2024,Broward,Injury,Day,Segment
26263136,E-Bike,Male,,2024,Miami-Dade,Injury,Night,Segment
26777428,E-Bike,,,2024,Broward,Injury,Day,Segment
26865326,E-Scooter,,19.0,2025,Pinellas,Injury,Night,Intersection
26784846,E-Scooter,,,2025,Broward,No Injury,Day,Intersection
26594953,E-Bike,,,2024,Palm Beach,Injury,Day,Intersection
26594953,E-Bike,,,2024,Palm Beach,Injury,Day,Intersection
26372105,E-Scooter,Male,19.0,2024,Osceola,Serious Injury,Night,Intersection
26510068,E-Scooter,,,2025,Broward,No Injury,Day,Intersection
26510068,E-Scooter,,,2025,Broward,No Injury,Day,Intersection
26553480,E-Bike,Male,22.0,2025,Hillsborough,Injury,Day,Segment
26535690,E-Scooter,Male,56.0,2024,Broward,No Injury,Night,Segment
26508734,E-Bike,,,2025,Broward,No Injury,Day,Intersection
26389537,E-Bike,Female,28.0,2024,Collier,Injury,Night,Segment
26389537,E-Bike,Female,7.0,2024,Collier,Injury,Night,Segment
26222511,E-Scooter,,,2024,Palm Beach,Injury,Day,Segment
26788424,E-Bike,,,2025,Broward,Injury,Day,Segment
26709795,E-Bike,Male,15.0,2024,Miami-Dade,Injury,Day,Intersection
26189252,E-Scooter,Male,20.0,2024,Miami-Dade,No Injury,Day,Segment
26488661,E-Bike,Male,17.0,2024,Orange,Injury,Day,Segment
26289271,E-Scooter,Male,53.0,2024,Orange,Injury,Day,Intersection
26243487,E-Scooter,,,2024,Alachua,Injury,Day,Segment
26400353,E-Scooter,Female,47.0,2024,Osceola,Injury,Night,Intersection
26547379,E-Scooter,Male,84.0,2024,Hillsborough,Injury,Day,Segment
26726648,E-Scooter,Male,63.0,2025,Miami-Dade,Injury,Day,Segment
26855826,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
26364898,E-Bike,Male,19.0,2024,Orange,Injury,Day,Intersection
26592942,E-Bike,Male,18.0,2026,Alachua,Injury,Day,Segment
26189019,E-Bike,Female,43.0,2024,Brevard,Injury,Day,Intersection
26812634,E-Bike,Male,14.0,2025,Flagler,Injury,Day,Intersection
26374176,E-Scooter,Female,17.0,2024,Osceola,Serious Injury,Day,Segment
26542449,E-Scooter,Male,33.0,2025,Hillsborough,No Injury,Day,Intersection
26555911,E-Bike,Male,54.0,2025,Hillsborough,Injury,Day,Segment
26740818,E-Bike,Male,,2025,Miami-Dade,Injury,Day,Segment
26861736,E-Bike,Female,36.0,2025,Pinellas,Injury,Day,Segment
26260959,E-Scooter,Male,24.0,2024,Miami-Dade,Injury,Day,Intersection
26617518,E-Bike,Male,39.0,2024,Hillsborough,Injury,Day,Intersection
26619768,E-Bike,Male,12.0,2024,Hillsborough,Serious Injury,Night,Segment
26619768,E-Bike,Male,8.0,2024,Hillsborough,Serious Injury,Night,Segment
26619768,E-Bike,Female,2.0,2024,Hillsborough,Serious Injury,Night,Segment
26203781,E-Bike,,,2024,Pinellas,Injury,Night,Intersection
26262916,E-Scooter,Male,42.0,2024,Miami-Dade,Injury,Day,Intersection
26612137,E-Bike,Male,31.0,2024,Hillsborough,Serious Injury,Day,Intersection
26503506,Bicycle,Female,79.0,2024,Sarasota,Injury,Day,Segment
26486352,E-Bike,Female,35.0,2025,Volusia,Injury,Day,Segment
26802916,E-Scooter,Female,25.0,2025,Leon,No Injury,Day,Segment
26492085,E-Bike,Male,34.0,2024,Orange,Injury,Day,Intersection
26138023,E-Scooter,Male,15.0,2024,Miami-Dade,No Injury,Day,Segment
26204131,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26165809,E-Bike,Female,30.0,2024,Marion,Injury,Day,Intersection
26465816,E-Scooter,Male,8.0,2025,Pasco,Injury,Day,Segment
26559774,E-Bike,Male,30.0,2024,Pinellas,Injury,Night,Segment
26204713,E-Bike,,,2025,Pinellas,No Injury,Night,Segment
26541728,E-Bike,Female,65.0,2024,Hillsborough,Injury,Day,Segment
26541807,E-Bike,Male,20.0,2024,Hillsborough,Injury,Day,Segment
26535806,E-Scooter,Female,33.0,2024,Broward,Injury,Day,Segment
26205005,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26548780,E-Scooter,Female,9.0,2024,Hillsborough,Injury,Day,Intersection
26548780,E-Scooter,Female,10.0,2024,Hillsborough,Injury,Day,Intersection
26536930,E-Bike,Male,61.0,2026,Hillsborough,Injury,Day,Intersection
26867406,E-Bike,Male,17.0,2024,Hillsborough,Injury,Day,Intersection
26562590,E-Bike,Female,17.0,2025,Pinellas,Injury,Day,Intersection
26842527,E-Scooter,Male,11.0,2025,Duval,Injury,Day,Segment
26615976,E-Scooter,Male,18.0,2024,Hillsborough,No Injury,Night,Intersection
26615976,E-Scooter,Female,18.0,2024,Hillsborough,No Injury,Night,Intersection
26597632,E-Bike,,,2025,Palm Beach,Serious Injury,Day,Intersection
26683817,E-Bike,Male,24.0,2025,Manatee,No Injury,Day,Intersection
26782537,E-Scooter,,,2025,Broward,Injury,Day,Segment
26781655,E-Scooter,,,2025,Broward,No Injury,Day,Segment
26683606,E-Scooter,Male,14.0,2025,Sarasota,Serious Injury,Day,Intersection
26170072,E-Bike,Male,17.0,2025,Manatee,Injury,Day,Segment
26245625,E-Scooter,,,2024,Alachua,No Injury,Day,Segment
26526582,E-Scooter,Male,28.0,2025,Miami-Dade,Injury,Night,Intersection
26717705,E-Scooter,Female,24.0,2024,Miami-Dade,Injury,Day,Segment
26123667,E-Bike,Female,22.0,2024,Volusia,Injury,Night,Segment
26425281,E-Scooter,Male,20.0,2024,Marion,Injury,Night,Segment
26242974,E-Bike,,,2024,Alachua,Injury,Day,Intersection
26503964,Bicycle,Female,49.0,2024,Sarasota,Injury,Night,Segment
26477666,Bicycle,Male,31.0,2025,Orange,Injury,Day,Segment
26217336,E-Scooter,Male,21.0,2025,Clay,Injury,Day,Segment
26677264,E-Bike,Male,13.0,2024,Broward,Serious Injury,Day,Intersection
26853928,E-Scooter,Male,23.0,2025,Broward,Injury,Night,Intersection
26456230,E-Bike,Male,61.0,2024,Pasco,Injury,Day,Segment
26849481,E-Bike,Female,54.0,2025,Duval,Injury,Day,Segment
26555580,E-Bike,Female,13.0,2025,Hillsborough,Injury,Day,Intersection
26348479,Bicycle,Male,72.0,2024,Pinellas,Injury,Day,Segment
26780375,E-Scooter,,,2024,Broward,Injury,Day,Intersection
26376197,E-Scooter,,,2024,Pasco,Injury,Day,Intersection
26424189,Bicycle,,,2024,Pinellas,Serious Injury,Day,Segment
26680004,E-Bike,Male,17.0,2025,Broward,Injury,Day,Intersection
26680004,E-Bike,Male,17.0,2025,Broward,Injury,Day,Intersection
26245472,Bicycle,,,2024,Alachua,No Injury,Night,Intersection
26158131,E-Bike,Female,,2023,Brevard,No Injury,Day,Segment
26477258,E-Bike,Male,14.0,2025,Orange,Injury,Day,Segment
26505114,E-Bike,Male,51.0,2024,Sarasota,Injury,Day,Intersection
26649092,E-Scooter,,,2024,Lee,Injury,Day,Intersection
26686681,E-Bike,Male,17.0,2026,Orange,Injury,Day,Intersection
26515171,E-Bike,Male,54.0,2024,Miami-Dade,Serious Injury,Night,Segment
26693803,E-Scooter,Male,23.0,2024,Miami-Dade,Injury,Day,Segment
26771306,E-Bike,Female,23.0,2025,Volusia,No Injury,Day,Segment
26158283,E-Bike,Male,47.0,2023,Brevard,No Injury,Night,Segment
26457093,Bicycle,Male,62.0,2025,Orange,Injury,Night,Intersection
26217152,E-Scooter,Female,14.0,2025,Clay,Injury,Night,Intersection
26549899,E-Bike,Male,26.0,2024,Hillsborough,Injury,Day,Segment
26572511,E-Bike,,,2024,St. Lucie,Injury,Day,Segment
26356534,E-Bike,Male,20.0,2024,Walton,Injury,Night,Segment
26444859,Bicycle,Male,59.0,2024,Levy,Injury,Day,Segment
26722630,E-Scooter,Male,20.0,2025,Miami-Dade,Injury,Day,Segment
26850479,E-Scooter,Male,31.0,2025,Duval,Injury,Day,Intersection
26396123,Bicycle,Male,21.0,2024,Orange,Injury,Night,Segment
26856100,E-Bike,,,2025,Palm Beach,Serious Injury,Night,Intersection
26523062,E-Scooter,Female,25.0,2025,Miami-Dade,Serious Injury,Day,Segment
26370659,Bicycle,Male,23.0,2024,Brevard,Injury,Day,Segment
26497106,E-Scooter,Female,41.0,2024,Miami-Dade,Injury,Night,Segment
26552166,E-Scooter,Male,20.0,2025,Hillsborough,No Injury,Day,Segment
26686830,E-Bike,Male,40.0,2026,Orange,No Injury,Day,Segment
26260095,E-Scooter,Male,39.0,2024,Miami-Dade,Injury,Day,Intersection
26819639,E-Bike,Male,16.0,2024,Martin,Injury,Day,Segment
26198011,E-Bike,Male,34.0,2025,Brevard,No Injury,Day,Intersection
26267771,E-Scooter,Female,15.0,2024,Miami-Dade,Injury,Day,Intersection
26141082,E-Bike,Male,36.0,2023,Broward,Injury,Day,Intersection
26805640,E-Scooter,Female,20.0,2025,Leon,Injury,Day,Segment
26377492,E-Bike,Male,34.0,2024,Escambia,No Injury,Day,Segment
26809601,E-Bike,Male,20.0,2025,Seminole,Injury,Day,Intersection
26856214,E-Scooter,,,2025,Palm Beach,Injury,Night,Intersection
26268078,E-Scooter,Male,63.0,2024,Miami-Dade,Injury,Day,Intersection
26232843,E-Scooter,Female,17.0,2024,Palm Beach,Injury,Night,Intersection
26776621,E-Scooter,,,2024,Broward,Injury,Day,Intersection
26352601,E-Bike,Male,34.0,2024,Duval,Serious Injury,Day,Segment
26482458,E-Scooter,Female,17.0,2024,Lake,Injury,Day,Segment
26130801,E-Bike,Male,32.0,2024,Collier,Injury,Day,Segment
26783260,E-Bike,,,2025,Broward,Injury,Day,Intersection
26323118,E-Bike,Male,33.0,2025,Union,Serious Injury,Night,Intersection
26148819,E-Bike,Female,53.0,2024,Charlotte,No Injury,Day,Segment
26433699,E-Scooter,Male,46.0,2024,Orange,Injury,Night,Segment
26810239,E-Bike,Male,86.0,2024,Volusia,Injury,Day,Intersection
26198150,E-Bike,Female,20.0,2025,Brevard,Injury,Day,Segment
26509454,E-Scooter,,,2025,Broward,No Injury,Day,Intersection
26470128,E-Scooter,Male,55.0,2024,Hillsborough,Serious Injury,Day,Intersection
26244210,E-Bike,,,2024,Alachua,Injury,Night,Segment
26528019,E-Scooter,Male,52.0,2025,Miami-Dade,Injury,Day,Segment
26448218,E-Scooter,Male,21.0,2025,Bay,Injury,Night,Intersection
26123562,E-Scooter,Male,33.0,2024,Volusia,Injury,Day,Intersection
26154955,E-Scooter,Female,20.0,2024,Broward,Injury,Day,Intersection
26780826,E-Bike,,,2024,Broward,Injury,Day,Segment
26149120,E-Scooter,Male,8.0,2024,Charlotte,Injury,Night,Segment
26548159,E-Bike,Male,35.0,2024,Hillsborough,Injury,Night,Intersection
26750175,E-Bike,Female,15.0,2024,Palm Beach,Injury,Day,Segment
26768158,E-Bike,Male,14.0,2025,St. Johns,Injury,Day,Segment
26660538,E-Scooter,Male,,2025,Miami-Dade,Injury,Day,Intersection
26648722,E-Scooter,,,2024,Lee,Injury,Day,Intersection
26209937,E-Bike,Male,28.0,2024,Sarasota,No Injury,Day,Segment
26578372,E-Bike,Female,35.0,2025,Palm Beach,Injury,Day,Segment
26476388,E-Bike,Male,57.0,2025,Pasco,Injury,Day,Intersection
26364732,Bicycle,Male,59.0,2024,Manatee,Injury,Day,Segment
26400823,E-Scooter,Male,20.0,2024,Alachua,No Injury,Day,Segment
26517996,E-Scooter,Male,56.0,2024,Miami-Dade,No Injury,Day,Segment
26199452,E-Bike,Male,15.0,2024,Duval,No Injury,Day,Segment
26433724,E-Bike,Female,32.0,2024,Orange,Injury,Day,Segment
26503757,E-Bike,Male,17.0,2024,Sarasota,No Injury,Day,Segment
26861052,E-Bike,Male,22.0,2025,Pinellas,Injury,Night,Intersection
26495253,E-Scooter,Male,9.0,2024,Orange,Injury,Day,Segment
26741003,E-Scooter,Male,27.0,2025,Miami-Dade,Injury,Day,Segment
26396232,E-Scooter,Male,59.0,2024,Pasco,Injury,Day,Intersection
26348454,Bicycle,Male,19.0,2024,Pinellas,Injury,Day,Segment
26646174,E-Bike,Male,13.0,2024,Collier,Injury,Day,Segment
26646174,E-Bike,Male,15.0,2024,Collier,Injury,Day,Segment
26620035,E-Scooter,Female,25.0,2024,Hillsborough,Injury,Day,Segment
26676714,E-Scooter,,,2024,Broward,No Injury,Day,Segment
26822467,E-Bike,Male,17.0,2024,Polk,Injury,Day,Intersection
26252356,Bicycle,Male,14.0,2024,St. Johns,Serious Injury,Day,Intersection
26252356,Bicycle,Male,14.0,2024,St. Johns,Serious Injury,Day,Intersection
26503894,E-Bike,Male,31.0,2024,Sarasota,Injury,Day,Intersection
26862945,E-Bike,Male,64.0,2025,Pinellas,No Injury,Day,Segment
26811579,E-Bike,Male,55.0,2024,Flagler,Injury,Night,Intersection
26399396,E-Scooter,Male,47.0,2024,Orange,Serious Injury,Night,Segment
26296880,Bicycle,Male,51.0,2024,Manatee,Injury,Day,Intersection
26245855,E-Bike,,,2024,Alachua,Injury,Day,Intersection
26598308,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
26811969,E-Bike,Male,37.0,2025,Flagler,Injury,Day,Intersection
26548431,E-Bike,Male,20.0,2025,Hillsborough,Injury,Night,Segment
26728286,E-Scooter,Female,30.0,2025,Miami-Dade,Injury,Day,Intersection
26493642,E-Scooter,Female,19.0,2024,Orange,Injury,Day,Segment
26484216,E-Scooter,Male,29.0,2025,Okaloosa,Serious Injury,Day,Segment
26495689,E-Scooter,Male,13.0,2024,Orange,Injury,Day,Segment
26434472,E-Bike,Male,27.0,2025,Seminole,No Injury,Night,Intersection
26502661,E-Bike,Male,63.0,2024,Sarasota,No Injury,Day,Segment
26311802,Bicycle,Female,49.0,2024,Brevard,No Injury,Night,Segment
26802524,E-Scooter,Male,19.0,2025,Leon,No Injury,Day,Segment
26586490,E-Bike,Male,23.0,2024,Lee,Injury,Day,Intersection
26812768,E-Scooter,Female,16.0,2025,Flagler,Injury,Night,Intersection
26546708,E-Scooter,Male,17.0,2025,Hillsborough,Injury,Day,Intersection
26327957,E-Scooter,Male,38.0,2024,Orange,No Injury,Day,Intersection
26487212,E-Scooter,Male,34.0,2024,Orange,Injury,Day,Intersection
26204928,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26263068,E-Scooter,Male,60.0,2024,Miami-Dade,Injury,Day,Intersection
26725148,Bicycle,Male,49.0,2025,Miami-Dade,Injury,Night,Segment
26718410,Bicycle,Male,33.0,2024,Miami-Dade,Injury,Night,Segment
26736997,E-Scooter,Male,19.0,2025,Miami-Dade,Injury,Day,Segment
26701015,E-Scooter,Female,41.0,2024,Miami-Dade,Injury,Night,Segment
26743255,E-Bike,Male,40.0,2025,Martin,Injury,Night,Intersection
26543991,E-Scooter,Male,45.0,2025,Hillsborough,Injury,Night,Intersection
26204160,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26508474,E-Scooter,,,2025,Broward,No Injury,Day,Intersection
26791776,E-Scooter,,,2025,Broward,Injury,Day,Intersection
26165971,E-Bike,Male,18.0,2024,Marion,No Injury,Day,Intersection
26616635,E-Bike,Male,29.0,2024,Hillsborough,Injury,Day,Intersection
26508863,E-Scooter,,,2025,Broward,Injury,Day,Intersection
26674109,E-Scooter,Female,15.0,2025,Seminole,Injury,Night,Segment
26337087,Bicycle,Male,37.0,2024,Pasco,Injury,Day,Intersection
26737236,E-Scooter,Male,23.0,2025,Miami-Dade,Injury,Day,Segment
26643107,E-Bike,Male,14.0,2025,Orange,No Injury,Day,Segment
26201501,E-Bike,Female,49.0,2024,Volusia,Serious Injury,Day,Segment
26749592,E-Scooter,Male,17.0,2024,Palm Beach,Injury,Day,Segment
26540467,E-Scooter,Male,22.0,2024,Hillsborough,Injury,Day,Segment
26537771,E-Bike,Male,41.0,2024,Hillsborough,Injury,Day,Intersection
26734590,E-Scooter,Male,19.0,2025,Miami-Dade,Serious Injury,Day,Segment
26477240,E-Scooter,Female,11.0,2025,Orange,Injury,Day,Intersection
26216621,E-Scooter,Male,15.0,2025,Clay,Injury,Day,Intersection
26805662,E-Bike,Male,51.0,2025,Leon,Injury,Day,Intersection
26542145,E-Bike,Male,23.0,2024,Hillsborough,Injury,Day,Segment
26203463,E-Bike,,,2024,Pinellas,Injury,Day,Segment
26203012,E-Bike,,,2024,Pinellas,Serious Injury,Day,Segment
26778711,E-Scooter,,,2024,Broward,Injury,Night,Intersection
26738541,E-Scooter,Male,39.0,2025,Miami-Dade,No Injury,Day,Segment
26527404,E-Scooter,Female,29.0,2025,Miami-Dade,Serious Injury,Night,Intersection
26240099,E-Scooter,,,2024,Osceola,Injury,Day,Segment
26484390,E-Bike,Male,36.0,2024,Okaloosa,Injury,Day,Segment
26773012,E-Scooter,,,2024,Broward,Injury,Day,Segment
26578362,E-Bike,Male,15.0,2025,Palm Beach,Injury,Day,Segment
26246991,E-Scooter,,,2025,Alachua,No Injury,Night,Segment
26127660,E-Bike,Male,46.0,2024,Collier,Injury,Day,Segment
26495253,E-Scooter,Male,9.0,2024,Orange,Injury,Day,Segment
26269126,E-Scooter,Female,22.0,2024,Miami-Dade,Injury,Day,Intersection
26642725,E-Bike,Female,29.0,2025,Orange,Injury,Day,Segment
26642725,E-Bike,Male,7.0,2025,Orange,Injury,Day,Segment
26564145,E-Scooter,Male,14.0,2024,Palm Beach,Injury,Day,Segment
26762387,E-Bike,,,2025,Monroe,No Injury,Day,Segment
26863897,E-Bike,Male,58.0,2025,Pinellas,Injury,Day,Intersection
26750640,E-Bike,Male,33.0,2024,Palm Beach,Injury,Day,Segment
26188848,E-Bike,Male,39.0,2024,Brevard,Injury,Day,Intersection
26501382,E-Bike,,,2024,Monroe,No Injury,Night,Segment
26529137,E-Scooter,Male,65.0,2025,Miami-Dade,Serious Injury,Day,Intersection
26571080,E-Scooter,,,2024,St. Lucie,No Injury,Day,Intersection
26263504,E-Scooter,Male,34.0,2024,Miami-Dade,Injury,Day,Intersection
26681600,Bicycle,Male,66.0,2024,Hillsborough,Injury,Night,Segment
26469266,Bicycle,Male,40.0,2025,Orange,Fatality,Night,Segment
26415502,E-Bike,Female,41.0,2025,Manatee,Injury,Day,Segment
26173960,E-Scooter,Male,20.0,2024,Hillsborough,Injury,Night,Segment
26170452,E-Bike,Male,23.0,2025,Monroe,Injury,Day,Segment
26159545,E-Bike,Female,23.0,2024,Brevard,Injury,Day,Intersection
26762360,E-Bike,,,2025,Monroe,No Injury,Day,Segment
26329602,E-Scooter,Female,29.0,2024,Pinellas,Injury,Night,Segment
26857631,E-Scooter,Female,24.0,2024,Pinellas,Injury,Night,Intersection
26502375,E-Bike,,,2025,Monroe,Injury,Day,Intersection
26190066,E-Scooter,Female,17.0,2025,Miami-Dade,Injury,Night,Intersection
26592162,E-Scooter,,,2025,Broward,Injury,Day,Intersection
26592162,E-Scooter,,,2025,Broward,Injury,Day,Intersection
26431187,E-Bike,Male,43.0,2024,Osceola,Injury,Day,Intersection
26286075,Bicycle,Male,66.0,2024,DeSoto,No Injury,Day,Intersection
26172405,E-Scooter,Female,77.0,2023,Hillsborough,Injury,Day,Segment
26549273,E-Scooter,Male,19.0,2024,Hillsborough,Injury,Day,Segment
26255868,E-Scooter,Male,27.0,2023,Miami-Dade,Injury,Night,Segment
26865290,E-Bike,Female,15.0,2025,Pinellas,No Injury,Day,Segment
26438259,E-Bike,Male,14.0,2025,Flagler,Serious Injury,Day,Intersection
26447561,E-Bike,Male,14.0,2025,Walton,Serious Injury,Day,Intersection
26127086,E-Bike,Female,31.0,2024,Collier,Injury,Day,Segment
26563414,E-Scooter,Male,40.0,2024,Brevard,Injury,Day,Segment
26221964,E-Bike,,,2024,Palm Beach,Injury,Day,Intersection
26730184,E-Scooter,Female,33.0,2025,Miami-Dade,Injury,Day,Segment
26786800,E-Scooter,,,2025,Broward,Injury,Day,Intersection
26401871,E-Bike,Male,21.0,2024,Orange,Injury,Day,Intersection
26614786,E-Scooter,Female,34.0,2024,Hillsborough,Injury,Day,Segment
26860093,E-Bike,Male,36.0,2025,Pinellas,Injury,Day,Intersection
26628706,E-Bike,Male,16.0,2026,Seminole,Injury,Night,Segment
26506978,E-Bike,Female,57.0,2024,Sarasota,No Injury,Day,Intersection
26792218,E-Bike,Male,51.0,2024,Lee,Injury,Night,Segment
26190188,E-Bike,Male,21.0,2026,Miami-Dade,Injury,Day,Intersection
26758091,E-Bike,Male,49.0,2025,Palm Beach,Injury,Day,Segment
26181301,E-Bike,Male,29.0,2023,Hillsborough,Injury,Night,Segment
26785779,E-Bike,,,2025,Broward,Injury,Day,Intersection
26597848,E-Bike,,,2025,Palm Beach,Serious Injury,Day,Intersection
26599305,E-Scooter,,,2025,Palm Beach,Injury,Day,Intersection
26489506,E-Bike,Male,65.0,2024,Orange,Injury,Day,Intersection
26146458,E-Bike,Male,18.0,2024,Charlotte,No Injury,Day,Segment
26146458,E-Bike,Female,40.0,2024,Charlotte,No Injury,Day,Segment
26625565,E-Scooter,,,2025,Miami-Dade,No Injury,Day,Segment
26486565,E-Bike,Male,41.0,2024,Pinellas,Injury,Day,Segment
26149648,E-Bike,Male,,2024,Charlotte,No Injury,Day,Segment
26836189,E-Scooter,Male,28.0,2024,Duval,Injury,Day,Intersection
26560563,E-Bike,Male,48.0,2024,Pinellas,Injury,Night,Intersection
26550621,E-Scooter,Male,12.0,2025,Hillsborough,Injury,Day,Intersection
26838351,E-Scooter,Male,20.0,2026,Duval,Injury,Night,Segment
26623808,E-Scooter,,,2024,Miami-Dade,Injury,Day,Segment
26855573,E-Bike,,,2024,Palm Beach,Injury,Night,Segment
26544482,E-Bike,Male,38.0,2024,Hillsborough,Injury,Day,Segment
26414708,E-Scooter,Male,12.0,2024,Sarasota,Serious Injury,Day,Segment
26556434,E-Bike,Male,15.0,2025,Hillsborough,Injury,Day,Intersection
26717063,E-Bike,Male,14.0,2024,Miami-Dade,Injury,Day,Intersection
26203907,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26564365,E-Scooter,Male,36.0,2024,Palm Beach,Injury,Day,Segment
26187017,E-Bike,Male,28.0,2024,Lee,Serious Injury,Day,Segment
26588058,Bicycle,Male,43.0,2024,Brevard,Injury,Day,Segment
